naziv,lokacija,placa_bruto,placa_neto,placa_po_dogovoru,prosta_mesta,trajanje,id,delovnik
STREŽBA, ŠMARJEŠKE TOPLICE,9.50  ,8.17  ,False,3,PO DOGOVORU,423583,IZMENSKO
STREŽBA, MARIBOR,8.50  ,7.31  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),423576,IZMENSKO
STREŽBA, LJUTOMER,8.28  ,7.12  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423566,IZMENSKO
POMOČ V TRGOVINI, NOVA GORICA,7.90  ,6.80  ,False,2,ČEZ POLETJE - DLJE ČASA. PO DOGOVORU,423562,PO DOGOVORU
INŠTRUKCIJE, BLED,13.00  ,11.19  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423556,POPOLDAN
POMOČ PRI PRODAJI, LJUBLJANA,7.21  ,6.20  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),423553,POPOLDAN
DELO V PROIZVODNJI, ŠKOFJA LOKA,8.60  ,7.40  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423548,IZMENSKO
STREŽBA, KRANJ,9.30  ,8.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),423546,IZMENSKO
POMOČ V KUHINJI, KOPER,8.13  ,7.00  ,False,3,DLJE ČASA (OBČASNO),423545,PO DOGOVORU
VALEJ/VALEJKA, ŽUSTERNA,9.30  ,8.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),423544,IZMENSKO
STREŽBA, KOPER,9.30  ,8.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),423543,IZMENSKO
STREŽBA HRANE IN PIJAČE, LJUBLJANA,9.88  ,8.50  ,False,2,PO DOGOVORU,423538,PO DOGOVORU
FIZIČNA DELA, ŠKOFJA LOKA,9.88  ,8.50  ,False,2,PO DOGOVORU,423527,IZMENSKO
DELO V SKLADIŠČU, BLED - REČICA,8.72  ,7.50  ,False,2,PO DOGOVORU,423519,IZMENSKO
STREŽBA, JESENICE,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423506,PO DOGOVORU
PRODAJA, DOMŽALE IN JARŠE,8.58  ,7.38  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423499,IZMENSKO
STREŽBA, MENGEŠ,10.46  ,9.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),423494,POPOLDAN
MONTAŽA, LJUBLJANA Z OKOLICO IN DOMŽALE,9.30  ,8.00  ,False,2,PO DOGOVORU,423486,DOPOLDAN
STREŽBA, SENČAK PRI JURŠINCIH,10.46  ,9.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423480,MED VIKENDI
STREŽBA, LJUBLJANA CENTER,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423474,POPOLDAN
STREŽBA, LJUTOMER,8.13  ,7.00  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),423470,IZMENSKO
DELO NA TERENU, ŠKOCJAN - DOLENJSKA ,8.38  ,7.21  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423462,PO DOGOVORU
ZDRAVSTVENA NEGA, GROSUPLJE IN IVANČNA GORICA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423449,DOPOLDAN
STROKOVNO DELO, BREZOVICA,7.55  ,6.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423448,DOPOLDAN
BLAGAJNIK, MISLINJA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423431,IZMENSKO
POMOČ V STREŽBI, LJUBLJANA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423422,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, LJUBLJANA ŠIŠKA,8.00  ,6.88  ,False,3,PO DOGOVORU,423421,IZMENSKO
STREŽBA HRANE IN PIJAČE, LJUBLJANA CENTER,9.00  ,7.74  ,False,4,PO DOGOVORU,423419,IZMENSKO
STREŽBA HRANE IN PIJAČE, BLED,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423417,DOPOLDAN
POMOČ V KUHINJI, KOPER,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423412,PO DOGOVORU
POMOČ PRI PRODAJI, BREZOVICA,8.05  ,6.93  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423404,PO DOGOVORU
DELO NA BENCINSKEM SERVISU, KOPER,/,/,True,4,PO DOGOVORU,423400,IZMENSKO
STREŽBA, KOPER,/,/,True,3,PO DOGOVORU,423399,IZMENSKO
DELO NA BENCINSKEM SERVISU, BLED,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423393,PO DOGOVORU
STREŽBA, BRESTANICA,8.28  ,7.12  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423388,IZMENSKO
DELO V KUHINJI, LJUBLJANA CENTER,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423387,IZMENSKO
BLAGAJNIK, LJUBLJANA CENTER,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423386,IZMENSKO
STREŽBA HRANE IN PIJAČE, KOPER,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423372,POPOLDAN
MONTAŽA," LJUBLJANA, PO SLOVENIJI",11.62  ,10.00  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),423366,PO DOGOVORU
STREŽBA, NOVO MESTO,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423365,IZMENSKO
POMOČ PRI PRODAJI, LJUBLJANA,8.28  ,7.12  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423314,POPOLDAN
DELO V PROIZVODNJI, TREBNJE,7.21  ,6.20  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),423313,PO DOGOVORU
STREŽBA, BOVEC,9.88  ,8.50  ,False,4,POLETNE POČITNICE,423300,PO DOGOVORU
STREŽBA, IZOLA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423296,PO DOGOVORU
DELO V KUHINJI, LJUBLJANA,9.30  ,8.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),423293,PO DOGOVORU
POMOČ V TRGOVINI, TRZIN,8.28  ,7.12  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423288,DOPOLDAN
STREŽBA, LJUBLJANA,8.72  ,7.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423280,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, LJUBLJANA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423279,IZMENSKO
STREŽBA, MARIBOR POBREŽJE ,8.95  ,7.70  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423272,IZMENSKO
STREŽBA HRANE IN PIJAČE, RADOVLJICA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423255,PO DOGOVORU
DELO V KUHINJI, RADOVLJICA,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423253,PO DOGOVORU
POMOČ V STREŽBI, BLED,8.72  ,7.50  ,False,5,PO DOGOVORU,423251,IZMENSKO
STREŽBA, DOL PRI LJUBLJANI,9.30  ,8.00  ,False,1,PO DOGOVORU,423246,IZMENSKO
PROGRAMIRANJE, CELJE,/,/,True,2,PO DOGOVORU,423238,PO DOGOVORU
POSPEŠEVANJE PRODAJE, CELJE,/,/,True,1,PO DOGOVORU,423237,DOPOLDAN
ZDRAVSTVENA NEGA, SEŽANA,7.81  ,6.72  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),423217,IZMENSKO
DELO V PROIZVODNJI, BRESTANICA,7.60  ,6.54  ,False,3,PO DOGOVORU,423212,IZMENSKO
STREŽBA," NEGOVA, SPODNJI IVANJCI",7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423211,IZMENSKO
STREŽBA, PORTOROŽ,10.46  ,9.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),423206,IZMENSKO
POMOČ V STREŽBI, BOHINJSKA BISTRICA,10.00  ,8.61  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423189,POPOLDAN
STREŽBA, KOČEVJE,9.88  ,8.50  ,False,8,PO DOGOVORU,423160,IZMENSKO
STREŽBA, LJUBLJANA - ČRNUČE,11.60  ,9.98  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423157,PO DOGOVORU
STREŽBA, MARIBOR,7.55  ,6.50  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),423154,IZMENSKO
STREŽBA, KOMENDA ,10.46  ,9.00  ,False,1,PO DOGOVORU,423123,IZMENSKO
POMOČ V KUHINJI, IZOLA,8.95  ,7.70  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),423118,IZMENSKO
POUČEVANJE, MEDVODE,,20 - 25  BRUTO45 MIN.,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423117,PO DOGOVORU
ADMINISTRATIVNA DELA, LJUBLJANA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423112,DOPOLDAN
POUČEVANJE, LJUBLJANA,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423103,POPOLDAN
ADMINISTRATIVNA DELA, LJUBLJANA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423098,DOPOLDAN
TRENER/KA, LJUBLJANA BRDO,15.00  ,12.91  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423082,IZMENSKO
STREŽBA, SEŽANA,7.55  ,6.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423081,IZMENSKO
STREŽBA HRANE IN PIJAČE, IVANČNA GORICA,8.00  ,6.88  ,False,1,PO DOGOVORU,423075,IZMENSKO
GRADBENA DELA, ZAGRADEC,9.88  ,8.50  ,False,2,PO DOGOVORU,423071,DOPOLDAN
DELO NA BENCINSKEM SERVISU, LOGATEC,9.06  ,7.80  ,False,2,DO 30. 6.,423065,IZMENSKO
KOZMETIČNE STORITVE, VOJNIK,7.50  ,6.45  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423060,IZMENSKO
STREŽBA HRANE IN PIJAČE, LJUBLJANA,9.30  ,8.00  ,False,1,PO DOGOVORU,423053,DOPOLDAN
POMOČ V STREŽBI, LJUBLJANA - CENTER,9.88  ,8.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423047,PO DOGOVORU
POMOČ V KUHINJI, BLED,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423036,IZMENSKO
STREŽBA, LUCIJA,8.25  ,7.10  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),423030,PO DOGOVORU
STREŽBA, IZOLA,9.35  ,8.05  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),423027,PO DOGOVORU
POMOČ V TRGOVINI, TRŽIŠČE,7.55  ,6.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),423015,IZMENSKO
ZDRAVSTVENA NEGA, GROSUPLJE,8.50  ,7.31  ,False,5,PO DOGOVORU,423010,IZMENSKO
POMOČ V STREŽBI, IZOLA,8.14  ,7.00  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),423006,IZMENSKO
STREŽBA HRANE IN PIJAČE, IZOLA,9.35  ,8.05  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),423004,PO DOGOVORU
STREŽBA, LJUBLJANA,9.47  ,8.15  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),423002,PO DOGOVORU
POMOČ V STREŽBI, KRANJ,8.36  ,7.19  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422996,IZMENSKO
DELO V PROIZVODNJI, KAMNIK,9.10  ,7.83  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),422985,IZMENSKO
DELO V PROIZVODNJI, IZLAKE,9.10  ,7.83  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),422984,IZMENSKO
POMOČ V STREŽBI, CELJE,7.69  ,6.62  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),422931,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, MARIBOR RADVANJE,8.40  ,7.23  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422918,IZMENSKO
DELO NA BENCINSKEM SERVISU, MARIBOR TEZNO,8.40  ,7.23  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422916,IZMENSKO
RAZVOZ, ŠKOFJA LOKA,7.50  ,6.45  ,False,2,PO DOGOVORU,422909,IZMENSKO
POMOČ V STREŽBI, LJUBLJANA,8.13  ,7.00  ,False,2,PO DOGOVORU,422906,POPOLDAN
STREŽBA, VELENJE,9.88  ,8.50  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),422901,PO DOGOVORU
DELO V SKLADIŠČU, PREBOLD,7.21  ,6.20  ,False,6,DLJE ČASA (ZAČ. IN OBČ. DELO),422888,IZMENSKO
INFORMATIKA, LJUBLJANA,8.30  ,7.14  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422882,DOPOLDAN
POMOČ V TRGOVINI, TRBOVLJE,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422858,IZMENSKO
ČIŠČENJE, PORTOROŽ,10.46  ,9.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422853,DOPOLDAN
VZDRŽEVANJE, LENDAVA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422851,IZMENSKO
TEHNIČNA POMOČ, LJUBLJANA,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422850,IZMENSKO
POMOČ V TRGOVINI, BLED,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422848,IZMENSKO
PRODAJA, BLED,11.00  ,9.47  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422847,IZMENSKO
PRODAJA, SPODNJE GORJE,10.00  ,8.61  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422843,IZMENSKO
POMOČ V TRGOVINI, ZGORNJE GORJE,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422842,IZMENSKO
POMOČ V TRGOVINI, BLED,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422841,IZMENSKO
PRODAJA, BLED,11.00  ,9.47  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422840,IZMENSKO
POMOČ V TRGOVINI, BLED,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422838,IZMENSKO
PRODAJA, BLED,11.00  ,9.47  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422837,IZMENSKO
POMOČ V TRGOVINI, RIBČEV LAZ - BOHINJSKO JEZERO,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422835,IZMENSKO
PRODAJA, RIBČEV LAZ - BOHINJSKO JEZERO,14.00  ,12.05  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422834,IZMENSKO
TEHNIČNA POMOČ, MARIBOR,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422829,DOPOLDAN
DELO V PROIZVODNJI, LJUBEČNA,7.21  ,6.20  ,False,5,POČITNIŠKO DELO,422821,IZMENSKO
PISMONOŠA, SLOVENSKE KONJICE,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422820,DOPOLDAN
ČIŠČENJE, LJUBLJANA,8.13  ,7.00  ,False,1,POČITNIŠKO DELO,422797,PO DOGOVORU
UREJANJE OKOLICE, LJUBLJANA,8.13  ,7.00  ,False,1,POČITNIŠKO DELO,422796,PO DOGOVORU
POMOČ V STREŽBI, LOKEV,11.62  ,10.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422763,DOPOLDAN
POMOČ V KUHINJI, SEŽANA,7.55  ,6.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422761,DOPOLDAN
POMOČ V STREŽBI, LJUBLJANA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422757,IZMENSKO
BLAGAJNIK, LJUBLJANA,9.30  ,8.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),422755,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, LJUBLJANA,9.30  ,8.00  ,False,5,PO DOGOVORU,422713,PO DOGOVORU
SOBAR/ICA, LAŠKO,7.80  ,6.71  ,False,2,PO DOGOVORU,422710,PO DOGOVORU
STREŽBA, LJUBLJANA DRAVLJE,8.72  ,7.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422706,POPOLDAN
STREŽBA HRANE IN PIJAČE, KRANJSKA GORA (VRŠIČ),/,/,True,4,SEZONSKO DELO OZ. PO DOGOVORU,422692,PO DOGOVORU
VRTNARSKA DELA," PO SLOVENIJI, NA TERENU",9.47  ,8.15  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422691,DOPOLDAN
PRODAJA, LJUBLJANA CENTER,7.50  ,6.45  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422683,PO DOGOVORU
DELO V LABORATORIJU, BOROVNICA,8.50  ,7.31  ,False,2,PO DOGOVORU,422638,PO DOGOVORU
INŠTALACIJE, PO CELOTNI SLOVENIJI,7.55  ,6.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422618,DOPOLDAN
BLAGAJNIK, LJUBLJANA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422600,IZMENSKO
PRODAJA, STRUNJAN,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422599,IZMENSKO
STREŽBA, LJUBLJANA,/,/,True,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422595,PO DOGOVORU
PISMONOŠA, STRAŽA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422593,DOPOLDAN
STREŽBA HRANE IN PIJAČE, KRANJ,9.88  ,8.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422584,IZMENSKO
STREŽBA, SEČOVLJE,8.50  ,7.31  ,False,3,DO NOVEMBRA 2024,422575,IZMENSKO
STREŽBA," ZAPOGE, VODICE",11.62  ,10.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),422570,IZMENSKO
SELITVE, LJUBLJANA,7.50  ,6.45  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),422567,PO DOGOVORU
KURIR/KA, LJUBLJANA OZ. PO SLOVENIJI,7.50  ,6.45  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422565,PO DOGOVORU
STREŽBA, KOMENDA,9.30  ,8.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),422548,IZMENSKO
STREŽBA, LJUBLJANA,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422543,POPOLDAN
STREŽBA HRANE IN PIJAČE, BLED,8.72  ,7.50  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),422541,IZMENSKO
UREJANJE OKOLICE, MARIBOR,9.00  ,7.74  ,False,2,PO DOGOVORU,422538,DOPOLDAN
BLAGAJNIK, LJUBLJANA,8.00  ,6.88  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),422526,IZMENSKO
STREŽBA, ŠENTILJ,9.00  ,7.74  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),422523,IZMENSKO
POUČEVANJE," DOMŽALE Z OKOLICO, LJUBLJANA ČRNUČE, DOL PRI LJUBLJANI",15.00  ,12.91  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),422505,POPOLDAN
PLAKATIRANJE, LJUBLJANA,11.62  ,10.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422504,PO DOGOVORU
STREŽBA, VELENJE,9.30  ,8.00  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),422502,PO DOGOVORU
POMOČ V STREŽBI, PIRAN,10.46  ,9.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),422485,PO DOGOVORU
STREŽBA, LJUBLJANA KOSEZE,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422467,PO DOGOVORU
TEHNIČNA POMOČ, MARIBOR,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422429,DOPOLDAN
SPREMLJEVALEC/ SPREMLJEVALKA, LJUBLJANA - NOVE POLJANE,8.25  ,7.10  ,False,2,PO DOGOVORU,422424,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, KOPER,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422421,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, LJUBLJANA,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422400,IZMENSKO
POMOČ V KUHINJI, ZGORNJE PIRNIČE,9.47  ,8.15  ,False,3,"DLJE ČASA (ZAČ. IN OBČ. DELO), PO DOGOVORU",422366,MED VIKENDI
STREŽBA HRANE IN PIJAČE, ZGORNJE PIRNIČE,9.47  ,8.15  ,False,3,"DLJE ČASA (ZAČ. IN OBČ. DELO), PO DOGOVORU",422365,MED VIKENDI
RAZVOZ, ŠKOFJA LOKA,8.28  ,7.12  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422350,DOPOLDAN
POMOČ V STREŽBI, LJUBLJANA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422349,IZMENSKO
POMOČ V STREŽBI, LJUBLJANA ŠIŠKA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422348,POPOLDAN
DELO NA RECEPCIJI, PORTOROŽ,8.50  ,7.31  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),422347,IZMENSKO
POMOČ V STREŽBI, PORTOROŽ,9.50  ,8.17  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422346,IZMENSKO
KRUPJE/ KRUPJEJKA, PORTOROŽ,9.50  ,8.17  ,False,6,DLJE ČASA (ZAČ. IN OBČ. DELO),422345,PO DOGOVORU
LAŽJA FIZIČNA DELA, LJUBLJANA CENTER,9.47  ,8.15  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),422344,PO DOGOVORU
POMOČ PRI PRODAJI, LJUBLJANA,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422338,PO DOGOVORU
POMOČ PRI PRODAJI, LJUBLJANA RUDNIK,7.50  ,6.45  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422332,POPOLDAN
ADMINISTRATIVNA DELA, LJUBLJANA,8.30  ,7.14  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422306,DOPOLDAN
PORTIR/KA, PORTOROŽ,7.90  ,6.80  ,False,3,PO DOGOVORU,422304,PO DOGOVORU
POMOČ V STREŽBI, SELNICA OB DRAVI,10.00  ,8.61  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422294,PO DOGOVORU
STREŽBA, LJUBLJANA,10.46  ,9.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),422284,PO DOGOVORU
STROKOVNO DELO, LJUBLJANA,9.00  ,7.74  ,False,5,PO DOGOVORU,422281,DOPOLDAN
KOZMETIČNE STORITVE, PIRAN,11.62  ,10.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422276,IZMENSKO
STREŽBA HRANE IN PIJAČE, BOHINJ,9.30  ,8.00  ,False,2,PO DOGOVORU,422258,IZMENSKO
POMOČ V STREŽBI, BOHINJ,8.13  ,7.00  ,False,2,PO DOGOVORU,422257,IZMENSKO
BLAGAJNIK, RAKEK,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422251,PO DOGOVORU
BLAGAJNIK, POSTOJNA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422245,PO DOGOVORU
STREŽBA, TRBOVLJE,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422209,IZMENSKO
STREŽBA, MARIBOR,17.43  ,15.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422205,PO DOGOVORU
ČIŠČENJE, CELJE,8.00  ,6.88  ,False,2,PO DOGOVORU,422186,IZMENSKO
RAZVOZ, BOROVNICA,10.11  ,8.70  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422182,IZMENSKO
DELO V PROIZVODNJI, IVANČNA GORICA,7.21  ,6.20  ,False,2,PO DOGOVORU,422175,DOPOLDAN
POUČEVANJE," PTUJ, SLOVENSKA BISTRICA",8.28  ,7.12  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),422149,POPOLDAN
POMOČ V TRGOVINI, KRANJSKA GORA ,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422136,IZMENSKO
BLAGAJNIK, KRANJSKA GORA ,11.00  ,9.47  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422134,IZMENSKO
POMOČ V TRGOVINI, KRANJSKA GORA ,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422133,IZMENSKO
POMOČ V TRGOVINI, MOJSTRANA ,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422132,IZMENSKO
BLAGAJNIK, SLOVENSKI JAVORNIK ,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422128,PO DOGOVORU
PRODAJA, KOROŠKA BELA ,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422127,IZMENSKO
POMOČ V TRGOVINI, KOROŠKA BELA ,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422126,IZMENSKO
POMOČ V TRGOVINI, RADOVLJICA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422125,IZMENSKO
PRODAJA, RADOVLJICA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422124,IZMENSKO
PRODAJA, RADOVLJICA ,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422123,IZMENSKO
DELO S STRANKAMI, LJUBLJANA,8.61  ,7.41  ,False,1,PO DOGOVORU,422090,DOPOLDAN
STREŽBA, JESENICE,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422076,IZMENSKO
DELO S STRANKAMI, DOMŽALE - RODICA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),422061,PO DOGOVORU
POMOČ V KUHINJI, PORTOROŽ,8.00  ,6.88  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),421997,PO DOGOVORU
LAŽJA FIZIČNA DELA, VISOKO PRI POLJANAH,7.79  ,6.70  ,False,3,DO KONCA SEPTEMBRA 2024,421995,PO DOGOVORU
